id,category,register,cmi,n_english_tokens,n_tamil_tokens,n_total_tokens,formal_verb_count,tamil_noun_count,formal_pronoun_count,formal_polite_count,formal_compound_count,issues,needs_fix
6003,pending_transfer,MIXED,0.0,0,5,5,0,0,0,0,0,,True
6004,pending_transfer,COLLOQUIAL,11.54,3,23,26,0,0,0,0,0,,False
6005,pending_transfer,MIXED,0.0,0,7,7,0,0,0,0,0,,True
6006,pending_transfer,COLLOQUIAL,8.33,1,11,12,0,0,0,0,0,,False
6007,pending_transfer,MIXED,0.0,0,7,7,0,0,0,0,0,,True
6008,pending_transfer,COLLOQUIAL,11.11,1,8,9,0,0,0,0,0,,False
6009,pending_transfer,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6010,pending_transfer,MIXED,0.0,0,8,8,0,0,0,0,0,,True
6011,pending_transfer,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6012,pending_transfer,COLLOQUIAL,7.41,2,25,27,0,0,0,0,0,,False
6013,pending_transfer,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6014,pending_transfer,COLLOQUIAL,10.0,1,9,10,0,0,0,0,0,,False
6015,pending_transfer,MIXED,0.0,0,8,8,0,0,0,0,0,,True
6016,pending_transfer,MIXED,0.0,0,12,12,0,0,0,0,0,,True
6017,pending_transfer,MIXED,0.0,0,27,27,0,0,0,0,0,,True
6018,pending_transfer,MIXED,0.0,0,5,5,0,0,0,0,0,,True
6019,pending_transfer,COLLOQUIAL,6.67,1,14,15,0,0,0,0,0,,False
6020,pending_transfer,COLLOQUIAL,10.0,2,18,20,0,0,0,0,0,,False
6021,pending_transfer,MIXED,0.0,0,7,7,0,0,0,0,0,,True
6022,pending_transfer,COLLOQUIAL,7.14,2,26,28,0,0,0,0,0,,False
6023,pending_transfer,COLLOQUIAL,6.67,1,14,15,0,0,0,0,0,,False
6024,pending_transfer,MIXED,0.0,0,5,5,0,0,0,0,0,,True
6025,pending_transfer,MIXED,0.0,0,4,4,0,0,0,0,0,,True
6026,pending_transfer,MIXED,0.0,0,5,5,0,0,0,0,0,,True
6027,pending_transfer,MIXED,0.0,0,4,4,0,0,0,0,0,,True
6028,pending_transfer,MIXED,0.0,0,20,20,0,0,0,0,0,,True
6029,pending_transfer,MIXED,0.0,0,20,20,0,0,0,0,0,,True
6030,pending_transfer,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
6031,pending_transfer,COLLOQUIAL,8.0,2,23,25,0,0,0,0,0,,False
6032,pending_transfer,COLLOQUIAL,16.67,2,10,12,0,0,0,0,0,,False
6033,pending_transfer,COLLOQUIAL,27.27,3,8,11,0,0,0,0,0,,False
6034,pending_transfer,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
6035,pending_transfer,COLLOQUIAL,20.0,8,32,40,0,0,0,0,0,,False
6036,pending_transfer,COLLOQUIAL,40.0,2,3,5,0,0,0,0,0,,False
6037,pending_transfer,COLLOQUIAL,37.5,3,5,8,0,0,0,0,0,,False
6038,pending_transfer,COLLOQUIAL,40.0,2,3,5,0,0,0,0,0,,False
6039,pending_transfer,COLLOQUIAL,20.0,2,8,10,0,0,0,0,0,,False
6040,pending_transfer,COLLOQUIAL,20.0,2,8,10,0,0,0,0,0,,False
6041,pending_transfer,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
6042,pending_transfer,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
6043,pending_transfer,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
6044,pending_transfer,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
6045,pending_transfer,COLLOQUIAL,14.29,2,12,14,0,0,0,0,0,,False
6046,pending_transfer,COLLOQUIAL,30.43,7,16,23,0,0,0,0,0,,False
6047,pending_transfer,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
6048,pending_transfer,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
6049,pending_transfer,COLLOQUIAL,37.5,12,20,32,0,0,0,0,0,,False
6050,pending_transfer,COLLOQUIAL,40.0,2,3,5,0,0,0,0,0,,False
6051,pending_transfer,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
6052,pending_transfer,COLLOQUIAL,17.65,3,14,17,0,0,0,0,0,,False
6053,pending_transfer,COLLOQUIAL,40.0,2,3,5,0,0,0,0,0,,False
6054,pending_transfer,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
6055,pending_transfer,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
6056,pending_transfer,COLLOQUIAL,5.26,1,18,19,0,0,0,0,0,,False
6057,pending_transfer,COLLOQUIAL,23.08,3,10,13,0,0,0,0,0,,False
6058,pending_transfer,COLLOQUIAL,15.38,4,22,26,0,0,0,0,0,,False
6059,pending_transfer,COLLOQUIAL,16.0,4,21,25,0,0,0,0,0,,False
6060,pending_transfer,COLLOQUIAL,38.71,12,19,31,0,0,0,0,0,,False
6061,pending_transfer,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
6062,pending_transfer,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
6063,pending_transfer,COLLOQUIAL,18.18,2,9,11,0,0,0,0,0,,False
6064,pending_transfer,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
6065,pending_transfer,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
6066,pending_transfer,COLLOQUIAL,37.5,3,5,8,0,0,0,0,0,,False
6067,pending_transfer,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
6068,pending_transfer,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
6069,pending_transfer,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
6070,pending_transfer,COLLOQUIAL,22.22,6,21,27,0,0,0,0,0,,False
6071,pending_transfer,COLLOQUIAL,33.33,3,6,9,0,0,0,0,0,,False
6072,pending_transfer,COLLOQUIAL,6.25,1,15,16,0,0,0,0,0,,False
6073,pending_transfer,MIXED,0.0,0,8,8,0,0,0,0,0,,True
6074,pending_transfer,COLLOQUIAL,41.67,5,7,12,0,0,0,0,0,,False
6075,pending_transfer,COLLOQUIAL,10.53,2,17,19,0,0,0,0,0,,False
6076,pending_transfer,COLLOQUIAL,42.86,3,4,7,0,0,0,0,0,,False
6077,pending_transfer,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
6078,pending_transfer,COLLOQUIAL,22.22,2,7,9,0,0,0,0,0,,False
6079,pending_transfer,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
6080,pending_transfer,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
6081,pending_transfer,COLLOQUIAL,22.22,2,7,9,0,0,0,0,0,,False
6082,pending_transfer,COLLOQUIAL,18.18,2,9,11,0,0,0,0,0,,False
6083,pending_transfer,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
6084,pending_transfer,COLLOQUIAL,33.33,3,6,9,0,0,0,0,0,,False
6085,pending_transfer,COLLOQUIAL,33.33,3,6,9,0,0,0,0,0,,False
6086,pending_transfer,COLLOQUIAL,17.65,3,14,17,0,0,0,0,0,,False
6087,pending_transfer,COLLOQUIAL,42.86,3,4,7,0,0,0,0,0,,False
6088,pending_transfer,COLLOQUIAL,20.0,2,8,10,0,0,0,0,0,,False
6089,pending_transfer,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
6090,pending_transfer,COLLOQUIAL,20.0,2,8,10,0,0,0,0,0,,False
6091,pending_transfer,COLLOQUIAL,11.54,3,23,26,0,0,0,0,0,,False
6092,pending_transfer,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
6093,pending_transfer,COLLOQUIAL,30.0,3,7,10,0,0,0,0,0,,False
6094,pending_transfer,COLLOQUIAL,8.33,2,22,24,0,0,0,0,0,,False
6095,pending_transfer,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
6096,pending_transfer,COLLOQUIAL,40.0,2,3,5,0,0,0,0,0,,False
6097,pending_transfer,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
6098,pending_transfer,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
6099,pending_transfer,COLLOQUIAL,22.22,2,7,9,0,0,0,0,0,,False
6100,pending_transfer,COLLOQUIAL,30.43,7,16,23,0,0,0,0,0,,False
6101,pending_transfer,COLLOQUIAL,10.0,1,9,10,0,0,0,0,0,,False
6102,pending_transfer,COLLOQUIAL,25.93,7,20,27,0,0,0,0,0,,False
6103,pending_transfer,COLLOQUIAL,42.86,3,4,7,0,0,0,0,0,,False
6104,pending_transfer,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
6105,pending_transfer,COLLOQUIAL,29.55,13,31,44,0,0,0,0,0,,False
6106,pending_transfer,COLLOQUIAL,12.5,3,21,24,0,0,0,0,0,,False
6107,pending_transfer,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
6108,pending_transfer,COLLOQUIAL,28.57,8,20,28,0,0,0,0,0,,False
6109,pending_transfer,COLLOQUIAL,20.0,2,8,10,0,0,0,0,0,,False
6110,pending_transfer,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
6111,pending_transfer,COLLOQUIAL,8.33,1,11,12,0,0,0,0,0,,False
6112,pending_transfer,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
6113,pending_transfer,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
6114,pending_transfer,COLLOQUIAL,40.0,2,3,5,0,0,0,0,0,,False
6115,pending_transfer,MIXED,4.76,1,20,21,0,0,0,0,0,,True
6116,pending_transfer,COLLOQUIAL,12.5,3,21,24,0,0,0,0,0,,False
6117,pending_transfer,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
6118,pending_transfer,MIXED,0.0,0,17,17,0,0,0,0,0,,True
6119,pending_transfer,COLLOQUIAL,15.15,5,28,33,0,0,0,0,0,,False
6120,pending_transfer,COLLOQUIAL,28.0,7,18,25,0,0,0,0,0,,False
6121,pending_transfer,COLLOQUIAL,20.0,2,8,10,0,0,0,0,0,,False
6122,pending_transfer,COLLOQUIAL,42.86,3,4,7,0,0,0,0,0,,False
6123,pending_transfer,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
6124,pending_transfer,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
6125,pending_transfer,COLLOQUIAL,11.76,2,15,17,0,0,0,0,0,,False
6126,pending_transfer,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
6127,pending_transfer,COLLOQUIAL,20.0,2,8,10,0,0,0,0,0,,False
6128,pending_transfer,COLLOQUIAL,33.33,3,6,9,0,0,0,0,0,,False
6129,pending_transfer,COLLOQUIAL,5.88,1,16,17,0,0,0,0,0,,False
6130,pending_transfer,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
6131,pending_transfer,COLLOQUIAL,19.23,5,21,26,0,0,0,0,0,,False
6132,pending_transfer,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
6133,pending_transfer,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
6134,pending_transfer,COLLOQUIAL,30.0,3,7,10,0,0,0,0,0,,False
6135,pending_transfer,COLLOQUIAL,37.5,3,5,8,0,0,0,0,0,,False
6136,pending_transfer,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
6137,terminate_account,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
6138,terminate_account,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
6139,terminate_account,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
6140,terminate_account,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
6141,terminate_account,COLLOQUIAL,40.0,2,3,5,0,0,0,0,0,,False
6142,terminate_account,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
6143,terminate_account,COLLOQUIAL,22.22,2,7,9,0,0,0,0,0,,False
6144,terminate_account,COLLOQUIAL,13.33,2,13,15,0,0,0,0,0,,False
6145,terminate_account,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
6146,terminate_account,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
6147,terminate_account,COLLOQUIAL,9.09,1,10,11,0,0,0,0,0,,False
6148,terminate_account,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
6149,terminate_account,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
6150,terminate_account,MIXED,0.0,0,8,8,0,0,0,0,0,,True
6151,terminate_account,MIXED,0.0,0,10,10,0,0,0,0,0,,True
6152,terminate_account,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6153,terminate_account,MIXED,0.0,0,8,8,0,0,0,0,0,,True
6154,terminate_account,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
6155,terminate_account,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6156,terminate_account,COLLOQUIAL,20.0,2,8,10,0,0,0,0,0,,False
6157,terminate_account,MIXED,0.0,0,8,8,0,0,0,0,0,,True
6158,terminate_account,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
6159,terminate_account,MIXED,0.0,0,7,7,0,0,0,0,0,,True
6160,terminate_account,MIXED,0.0,0,7,7,0,0,0,0,0,,True
6161,terminate_account,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
6162,terminate_account,MIXED,0.0,0,10,10,0,0,0,0,0,,True
6163,terminate_account,COLLOQUIAL,9.09,1,10,11,0,0,0,0,0,,False
6164,terminate_account,MIXED,0.0,0,10,10,0,0,0,0,0,,True
6165,terminate_account,MIXED,0.0,0,12,12,0,0,0,0,0,,True
6166,terminate_account,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6167,terminate_account,MIXED,0.0,0,13,13,0,0,0,0,0,,True
6168,terminate_account,MIXED,0.0,0,9,9,0,0,0,0,0,,True
6169,terminate_account,MIXED,0.0,0,11,11,0,0,0,0,0,,True
6170,terminate_account,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
6171,terminate_account,COLLOQUIAL,10.0,1,9,10,0,0,0,0,0,,False
6172,terminate_account,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
6173,terminate_account,MIXED,0.0,0,5,5,0,0,0,0,0,,True
6174,terminate_account,MIXED,0.0,0,7,7,0,0,0,0,0,,True
6175,terminate_account,MIXED,0.0,0,11,11,0,0,0,0,0,,True
6176,terminate_account,MIXED,0.0,0,11,11,0,0,0,0,0,,True
6177,terminate_account,MIXED,0.0,0,11,11,0,0,0,0,0,,True
6178,terminate_account,MIXED,0.0,0,7,7,0,0,0,0,0,,True
6179,terminate_account,MIXED,0.0,0,10,10,0,0,0,0,0,,True
6180,terminate_account,MIXED,0.0,0,10,10,0,0,0,0,0,,True
6181,terminate_account,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6182,terminate_account,MIXED,0.0,0,10,10,0,0,0,0,0,,True
6183,terminate_account,MIXED,0.0,0,11,11,0,0,0,0,0,,True
6184,terminate_account,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6185,terminate_account,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6186,terminate_account,MIXED,0.0,0,5,5,0,0,0,0,0,,True
6187,terminate_account,MIXED,0.0,0,7,7,0,0,0,0,0,,True
6188,terminate_account,MIXED,0.0,0,8,8,0,0,0,0,0,,True
6189,terminate_account,COLLOQUIAL,8.33,1,11,12,0,0,0,0,0,,False
6190,terminate_account,MIXED,0.0,0,9,9,0,0,0,0,0,,True
6191,terminate_account,MIXED,0.0,0,5,5,0,0,0,0,0,,True
6192,terminate_account,MIXED,0.0,0,5,5,0,0,0,0,0,,True
6193,terminate_account,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6194,terminate_account,MIXED,0.0,0,14,14,0,0,0,0,0,,True
6195,terminate_account,COLLOQUIAL,9.09,1,10,11,0,0,0,0,0,,False
6196,terminate_account,COLLOQUIAL,22.22,2,7,9,0,0,0,0,0,,False
6197,terminate_account,MIXED,0.0,0,12,12,0,0,0,0,0,,True
6198,terminate_account,MIXED,0.0,0,5,5,0,0,0,0,0,,True
6199,terminate_account,COLLOQUIAL,9.09,1,10,11,0,0,0,0,0,,False
6200,terminate_account,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6201,terminate_account,MIXED,0.0,0,7,7,0,0,0,0,0,,True
6202,terminate_account,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6203,terminate_account,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6204,terminate_account,COLLOQUIAL,10.0,1,9,10,0,0,0,0,0,,False
6205,terminate_account,MIXED,0.0,0,5,5,0,0,0,0,0,,True
6206,terminate_account,MIXED,0.0,0,5,5,0,0,0,0,0,,True
6207,terminate_account,MIXED,0.0,0,7,7,0,0,0,0,0,,True
6208,terminate_account,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
6209,terminate_account,MIXED,0.0,0,7,7,0,0,0,0,0,,True
6210,terminate_account,MIXED,0.0,0,10,10,0,0,0,0,0,,True
6211,terminate_account,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6212,terminate_account,MIXED,0.0,0,5,5,0,0,0,0,0,,True
6213,terminate_account,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
6214,terminate_account,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6215,terminate_account,MIXED,0.0,0,8,8,0,0,0,0,0,,True
6216,terminate_account,MIXED,0.0,0,4,4,0,0,0,0,0,,True
6217,terminate_account,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
6218,terminate_account,MIXED,0.0,0,11,11,0,0,0,0,0,,True
6219,terminate_account,MIXED,0.0,0,5,5,0,0,0,0,0,,True
6220,terminate_account,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
6221,terminate_account,MIXED,0.0,0,9,9,0,0,0,0,0,,True
6222,terminate_account,MIXED,0.0,0,11,11,0,0,0,0,0,,True
6223,terminate_account,MIXED,0.0,0,5,5,0,0,0,0,0,,True
6224,terminate_account,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
6225,terminate_account,COLLOQUIAL,8.33,1,11,12,0,0,0,0,0,,False
6226,terminate_account,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6227,terminate_account,MIXED,0.0,0,5,5,0,0,0,0,0,,True
6228,terminate_account,MIXED,0.0,0,9,9,0,0,0,0,0,,True
6229,terminate_account,MIXED,0.0,0,10,10,0,0,0,0,0,,True
6230,terminate_account,MIXED,0.0,0,4,4,0,0,0,0,0,,True
6231,terminate_account,MIXED,0.0,0,10,10,0,0,0,0,0,,True
6232,terminate_account,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6233,terminate_account,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
6234,terminate_account,MIXED,0.0,0,9,9,0,0,0,0,0,,True
6235,terminate_account,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
6236,terminate_account,COLLOQUIAL,9.09,1,10,11,0,0,0,0,0,,False
6237,terminate_account,MIXED,0.0,0,4,4,0,0,0,0,0,,True
6238,terminate_account,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
6239,terminate_account,COLLOQUIAL,11.11,1,8,9,0,0,0,0,0,,False
6240,terminate_account,MIXED,0.0,0,9,9,0,0,0,0,0,,True
6241,terminate_account,MIXED,0.0,0,14,14,0,0,0,0,0,,True
6242,terminate_account,MIXED,0.0,0,10,10,0,0,0,0,0,,True
6243,terminate_account,MIXED,0.0,0,9,9,0,0,0,0,0,,True
6244,terminate_account,COLLOQUIAL,11.11,1,8,9,0,0,0,0,0,,False
6245,card_swallowed,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
6246,card_swallowed,COLLOQUIAL,22.22,2,7,9,0,0,0,0,0,,False
6247,card_swallowed,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
6248,card_swallowed,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
6249,card_swallowed,MIXED,0.0,0,11,11,0,0,0,0,0,,True
6250,card_swallowed,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
6251,card_swallowed,COLLOQUIAL,10.0,1,9,10,0,0,0,0,0,,False
6252,card_swallowed,MIXED,0.0,0,11,11,0,0,0,0,0,,True
6253,card_swallowed,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
6254,card_swallowed,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
6255,card_swallowed,COLLOQUIAL,13.64,3,19,22,0,0,0,0,0,,False
6256,card_swallowed,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
6257,card_swallowed,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
6258,card_swallowed,MIXED,0.0,0,11,11,0,0,0,0,0,,True
6259,card_swallowed,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
6260,card_swallowed,COLLOQUIAL,9.09,1,10,11,0,0,0,0,0,,False
6261,card_swallowed,COLLOQUIAL,10.0,1,9,10,0,0,0,0,0,,False
6262,card_swallowed,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
6263,card_swallowed,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
6264,card_swallowed,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
6265,card_swallowed,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
6266,card_swallowed,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
6267,card_swallowed,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
6268,card_swallowed,MIXED,0.0,0,7,7,0,0,0,0,0,,True
6269,card_swallowed,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
6270,card_swallowed,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
6271,card_swallowed,MIXED,0.0,0,7,7,0,0,0,0,0,,True
6272,card_swallowed,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
6273,card_swallowed,COLLOQUIAL,18.18,2,9,11,0,0,0,0,0,,False
6274,card_swallowed,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
6275,card_swallowed,COLLOQUIAL,9.09,1,10,11,0,0,0,0,0,,False
6276,card_swallowed,COLLOQUIAL,8.33,1,11,12,0,0,0,0,0,,False
6277,card_swallowed,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
6278,card_swallowed,MIXED,0.0,0,4,4,0,0,0,0,0,,True
6279,card_swallowed,MIXED,0.0,0,9,9,0,0,0,0,0,,True
6280,card_swallowed,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
6281,card_swallowed,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
6282,card_swallowed,COLLOQUIAL,7.14,1,13,14,0,0,0,0,0,,False
6283,card_swallowed,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
6284,card_swallowed,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
6285,card_swallowed,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
6286,card_swallowed,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
6287,card_swallowed,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
6288,card_swallowed,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
6289,card_swallowed,COLLOQUIAL,10.0,1,9,10,0,0,0,0,0,,False
6290,card_swallowed,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
6291,card_swallowed,COLLOQUIAL,11.11,1,8,9,0,0,0,0,0,,False
6292,card_swallowed,COLLOQUIAL,18.18,2,9,11,0,0,0,0,0,,False
6293,card_swallowed,COLLOQUIAL,40.0,2,3,5,0,0,0,0,0,,False
6294,card_swallowed,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
6295,card_swallowed,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
6296,card_swallowed,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
6297,card_swallowed,MIXED,0.0,0,8,8,0,0,0,0,0,,True
6298,card_swallowed,MIXED,0.0,0,8,8,0,0,0,0,0,,True
6299,card_swallowed,COLLOQUIAL,11.11,1,8,9,0,0,0,0,0,,False
6300,card_swallowed,COLLOQUIAL,11.11,1,8,9,0,0,0,0,0,,False
6301,card_swallowed,COLLOQUIAL,18.18,2,9,11,0,0,0,0,0,,False
6302,card_swallowed,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
6303,card_swallowed,FORMAL,0.0,0,8,8,1,0,0,0,0,formal_verbs:vilungappatta,True
6304,card_swallowed,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
6305,card_swallowed,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
6306,transaction_charged_twice,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6307,transaction_charged_twice,MIXED,0.0,0,6,6,0,0,0,0,0,,True
6308,transaction_charged_twice,MIXED,0.0,0,11,11,0,0,0,0,0,,True
6309,transaction_charged_twice,MIXED,0.0,0,8,8,0,0,0,0,0,,True
6310,transaction_charged_twice,COLLOQUIAL,19.05,8,34,42,0,0,0,0,0,,False
6311,transaction_charged_twice,COLLOQUIAL,10.0,2,18,20,0,0,0,0,0,,False
6312,transaction_charged_twice,COLLOQUIAL,33.33,2,4,6,0,0,0,0,0,,False
6313,transaction_charged_twice,COLLOQUIAL,8.33,1,11,12,0,0,0,0,0,,False
6314,transaction_charged_twice,COLLOQUIAL,26.47,9,25,34,0,0,0,0,0,,False
6315,transaction_charged_twice,COLLOQUIAL,20.0,2,8,10,0,0,0,0,0,,False
6316,transaction_charged_twice,COLLOQUIAL,20.0,2,8,10,0,0,0,0,0,,False
6317,transaction_charged_twice,COLLOQUIAL,10.0,1,9,10,0,0,0,0,0,,False
6318,transaction_charged_twice,COLLOQUIAL,13.64,3,19,22,0,0,0,0,0,,False
6319,transaction_charged_twice,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
6320,transaction_charged_twice,COLLOQUIAL,18.18,2,9,11,0,0,0,0,0,,False
6321,transaction_charged_twice,COLLOQUIAL,13.33,2,13,15,0,0,0,0,0,,False
6322,transaction_charged_twice,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
6323,transaction_charged_twice,COLLOQUIAL,14.29,1,6,7,0,0,0,0,0,,False
6324,transaction_charged_twice,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
6325,transaction_charged_twice,COLLOQUIAL,22.22,2,7,9,0,0,0,0,0,,False
6326,transaction_charged_twice,COLLOQUIAL,28.57,2,5,7,0,0,0,0,0,,False
6327,transaction_charged_twice,COLLOQUIAL,18.18,4,18,22,0,0,0,0,0,,False
6328,transaction_charged_twice,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
6329,transaction_charged_twice,COLLOQUIAL,25.0,7,21,28,0,0,0,0,0,,False
6330,transaction_charged_twice,COLLOQUIAL,25.0,1,3,4,0,0,0,0,0,,False
6331,transaction_charged_twice,COLLOQUIAL,15.38,2,11,13,0,0,0,0,0,,False
6332,transaction_charged_twice,COLLOQUIAL,20.0,1,4,5,0,0,0,0,0,,False
6333,transaction_charged_twice,COLLOQUIAL,25.0,2,6,8,0,0,0,0,0,,False
6334,transaction_charged_twice,COLLOQUIAL,22.22,2,7,9,0,0,0,0,0,,False
6335,transaction_charged_twice,COLLOQUIAL,16.67,1,5,6,0,0,0,0,0,,False
6336,transaction_charged_twice,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
6337,transaction_charged_twice,COLLOQUIAL,12.5,1,7,8,0,0,0,0,0,,False
